p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00247188172538	0.0158372887289	GO:0016310	b	5	phosphorylation	226; 230; 537; 669; 796; 801; 805; 975; 1072; 1152; 1327; 1329; 1337; 1347; 1452; 2023; 2771; 2987; 3301; 3326; 3642; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 4803; 4830; 5037; 5228; 5300; 5570; 5573; 5621; 5660; 6622; 7001; 7077; 7314; 7316; 7320; 7345; 7857; 8395; 10654; 10912; 11142; 78986; 84275; 415116; 54997; 55450; 84572; 25994; 27020; 3170; 29937	NDUFB9; NGF; PKIG; TIMP2; COX5B; CKB; NDUFB7; PRNP; NDUFB4; PRDX2; SLC25A33; PIN1; TESC; GNAI2; COX7A2; DUSP26; NDUFV3; PEBP1; HIGD1A; CALM2; BPGM; CALM1; CD81; MT3; NDUFB8; ATP6AP1; GADD45G; HSP90AB1; NDUFA6; NDUFA7; NENF; PIM3; GNPTG; UBC; SCG2; ENO1; COX4I1; PGF; GUK1; PRKAR1A; CFL1; ALDOA; NPTN; ALDOC; COX6A1; NME1; DNAJA1; CSNK1A1; PIP5K1B; UBE2B; PSAP; PMVK; PKIB; INSM1; FOXA2; UBB; SNCA; UCHL1; CALCA; CAMK2N1	2299	2294
0.00247975109958	0.0130102009745	GO:0055082	b	3	cellular chemical homeostasis	537; 781; 796; 805; 811; 1152; 2280; 468; 3799; 4504; 4738; 801; 4830; 5621; 6622; 6659; 7494; 9114; 9324; 9550; 10563; 415116; 155066; 25874; 27020; 3170	HMGN3; CKB; PRNP; MPC2; SOX4; XBP1; NEDD8; CALM2; CALM1; MT3; ATP6AP1; ATP6V0D1; PIM3; FKBP1A; CALCA; NPTN; CXCL13; CACNA2D1; NME1; CALR; FOXA2; ATP6V1G1; SNCA; ATF4; ATP6V0E2; KIF5B	783	783
0.00249769793926	0.0146352713961	GO:0016125	b	4	sterol metabolic process	1727; 2222; 2224; 4504; 5901; 6307; 6820; 7555; 10654	MSMO1; FDPS; CYB5R3; RAN; MT3; PMVK; CNBP; SULT2B1; FDFT1	158	158
0.00251834132539	0.0130341179409	GO:1990089	b	3	response to nerve growth factor	796; 1938; 3309; 3746; 4803	CALCA; NGF; HSPA5; EEF2; KCNC1	53	52
0.0025306897382	0.0160277016752	GO:0051603	b	5	proteolysis involved in cellular protein catabolic process	1452; 1522; 3001; 3309; 3326; 4189; 4738; 5094; 6048; 6992; 7267; 7314; 7316; 7320; 7323; 7341; 7345; 7494; 10273; 10952; 11345; 79016; 51529; 29978	HSPA5; SUMO1; UBE2D3; XBP1; NEDD8; DNAJB9; GABARAPL2; STUB1; UCHL1; ANAPC11; HSP90AB1; PCBP2; TTC3; PPP1R11; CTSZ; SEC61B; GZMA; CSNK1A1; UBE2B; UBQLN2; UBB; UBC; RNF5; DDA1	705	703
0.00257144690021	0.0131315221704	GO:0006979	b	3	response to oxidative stress	383; 1938; 2643; 468; 4504; 4700; 4710; 5037; 5621; 5660; 6622; 7001; 11168; 51734; 84557; 140823; 25824	NDUFA6; PEBP1; NDUFB4; PSIP1; ARG1; PRDX5; GCH1; PRNP; PRDX2; SNCA; ROMO1; PSAP; MSRB1; MT3; MAP1LC3A; ATF4; EEF2	432	432
0.00260619501413	0.0151458382379	GO:0035967	b	4	cellular response to topologically incorrect protein	811; 468; 3309; 3312; 4189; 6048; 7494; 9114; 10273	DNAJB9; HSPA5; STUB1; CALR; HSPA8; ATF4; ATP6V0D1; RNF5; XBP1	160	159
0.00260619501413	0.0161046538376	GO:0036294	b	5	cellular response to decreased oxygen levels	665; 2023; 468; 4504; 7314; 7316; 10273; 51142; 25994	CHCHD2; BNIP3L; STUB1; MT3; HIGD1A; ENO1; UBB; UBC; ATF4	160	159
0.00260719931796	0.0161046538376	GO:0042744	b	5	hydrogen peroxide catabolic process	4504; 6622; 7001; 25824	MT3; PRDX5; PRDX2; SNCA	32	32
0.0026305242203	0.0161046538376	GO:0043618	b	5	regulation of transcription from RNA polymerase II promoter in response to stress	468; 3309; 4504; 7314; 7316; 25994	HSPA5; MT3; HIGD1A; UBB; UBC; ATF4	76	76
0.00269089299732	0.013560684447	GO:0097190	b	3	apoptotic signaling pathway	638; 665; 1655; 2023; 2771; 468; 3190; 3301; 3856; 3875; 4803; 5499; 7001; 7314; 7494; 7857; 10971; 11337; 51079; 51330; 25994	NGF; DNAJA1; BNIP3L; BIK; ENO1; GABARAP; PPP1CA; HIGD1A; PRDX2; YWHAQ; SCG2; DDX5; TNFRSF12A; HNRNPK; UBB; NDUFA13; ATF4; KRT8; GNAI2; XBP1; KRT18	587	587
0.00271729363877	0.0156630991048	GO:0006732	b	4	coenzyme metabolic process	226; 230; 669; 1727; 2023; 2643; 4190; 4191; 5860; 6622; 10654; 10797; 11332; 9524; 25874	CYB5R3; MTHFD2; BPGM; QDPR; GCH1; PMVK; MPC2; TECR; ENO1; MDH2; MDH1; SNCA; ALDOA; ACOT7; ALDOC	362	361
0.00279264221084	0.0169092951447	GO:0071333	b	5	cellular response to glucose stimulus	3799; 4830; 6659; 7494; 9324; 415116; 25874; 3170	HMGN3; PIM3; KIF5B; FOXA2; MPC2; XBP1; SOX4; NME1	131	131
0.00281868435681	0.0161165097499	GO:0051284	b	4	positive regulation of sequestering of calcium ion	801; 805; 2280	FKBP1A; CALM2; CALM1	16	16
0.00296169943678	0.0176268445678	GO:0046390	b	5	ribose phosphate biosynthetic process	226; 230; 669; 1329; 2023; 2987; 4830; 6622; 7378; 11332; 9524; 25874	UPP1; MPC2; BPGM; COX5B; TECR; ENO1; GUK1; SNCA; ALDOA; ACOT7; ALDOC; NME1	259	259
0.00297512984538	0.0168721175552	GO:0006584	b	4	catecholamine metabolic process	1312; 1644; 2643; 3642; 6622	DDC; SNCA; GCH1; COMT; INSM1	55	54
0.00297512984538	0.0176268445678	GO:0009712	b	5	catechol-containing compound metabolic process	1312; 1644; 2643; 3642; 6622	DDC; SNCA; GCH1; COMT; INSM1	55	54
0.00299842991814	0.0168721175552	GO:0031016	b	4	pancreas development	3642; 4212; 6009; 6659; 7494; 3170	MEIS2; INSM1; FOXA2; RHEB; SOX4; XBP1	78	78
0.00311447102784	0.0173202834642	GO:0032411	b	4	positive regulation of transporter activity	781; 801; 805; 3746; 3799; 7341; 54997	CALM2; KCNC1; CALM1; SUMO1; KIF5B; TESC; CACNA2D1	105	105
0.00318873580814	0.0173202834642	GO:0048878	b	4	chemical homeostasis	537; 781; 796; 801; 805; 811; 1152; 1312; 2280; 2771; 468; 3488; 3799; 4504; 4738; 4830; 5573; 5621; 5950; 6622; 6659; 7494; 8766; 9114; 9324; 9455; 9550; 10563; 375704; 415116; 155066; 25874; 27020; 3170	HMGN3; CKB; PRNP; MPC2; GNAI2; SOX4; XBP1; NEDD8; CALM2; CALM1; MT3; ATP6AP1; RAB11A; ATP6V0D1; HOMER2; ENHO; PIM3; FKBP1A; COMT; CALCA; RBP4; PRKAR1A; IGFBP5; NPTN; CXCL13; CACNA2D1; NME1; CALR; FOXA2; ATP6V1G1; SNCA; ATF4; ATP6V0E2; KIF5B	1137	1137
0.00319451561581	0.0173202834642	GO:0044501	b	4	modulation of signal transduction in other organism	801; 805	CALM2; CALM1	5	5
0.00319451561581	0.0173202834642	GO:0048790	b	4	maintenance of presynaptic active zone structure	5864; 27445	PCLO; RAB3A	5	5
0.00319451561581	0.0183351885866	GO:0052250	b	5	modulation of signal transduction in other organism involved in symbiotic interaction	801; 805	CALM2; CALM1	5	5
0.00319451561581	0.0183351885866	GO:0045338	b	5	farnesyl diphosphate metabolic process	2222; 2224	FDPS; FDFT1	5	5
0.00319451561581	0.0183351885866	GO:0035617	b	5	stress granule disassembly	3799; 3831	KLC1; KIF5B	5	5
0.00320598527078	0.0173202834642	GO:0051100	b	4	negative regulation of binding	1522; 3001; 3309; 3400; 4043; 5300; 5499; 7341; 10273	STUB1; GZMA; HSPA5; PPP1CA; LRPAP1; ID4; SUMO1; CTSZ; PIN1	165	164
0.00322465080011	0.0173202834642	GO:0140238	b	4	presynaptic endocytosis	801; 805; 6622; 6855; 9066	SYP; SYT7; SNCA; CALM2; CALM1	55	55
0.00326702681278	0.0174159549644	GO:0006508	b	4	proteolysis	975; 1363; 1452; 1471; 1522; 2023; 3001; 3309; 3326; 4189; 4504; 4738; 4803; 5037; 5094; 5122; 5270; 5621; 6048; 6447; 6622; 6692; 6992; 7077; 7267; 7314; 7316; 7320; 7323; 7341; 7345; 7494; 9528; 9789; 10049; 10273; 10952; 11345; 51079; 55081; 79016; 89777; 50859; 51529; 55450; 23787; 56649; 90701; 25824; 29978	NGF; TIMP2; HSPA5; SUMO1; ANAPC11; SCG5; PCSK1; IFT57; CPE; SEC61B; SERPINE2; XBP1; NEDD8; PEBP1; DNAJB9; SPINT1; SPCS2; GABARAPL2; CD81; MT3; PRNP; DNAJB6; SPOCK3; HSP90AB1; PCBP2; TMEM59; CST3; PRDX5; SERPINB12; TTC3; NDUFA13; UBC; TMPRSS4; UBE2D3; PPP1R11; ENO1; CTSZ; UCHL1; GZMA; SEC11C; CSNK1A1; MTCH1; UBE2B; STUB1; UBQLN2; UBB; SNCA; CAMK2N1; RNF5; DDA1	1861	1856
0.00328380008686	0.0186533386377	GO:0061387	b	5	regulation of extent of cell growth	2664; 4131; 4504; 4803; 8766; 10439; 51330	MAP1B; MT3; NGF; RAB11A; OLFM1; GDI1; TNFRSF12A	106	106
0.00340348033848	0.0191358945562	GO:0048194	b	5	Golgi vesicle budding	1522; 8775; 10959; 10972; 122553; 51693	TRAPPC2L; TMED2; TRAPPC6B; CTSZ; NAPA; TMED10	80	80
0.00343303693021	0.0170760148606	GO:0009991	b	3	response to extracellular stimulus	383; 1312; 1327; 1938; 429; 2771; 468; 3309; 3312; 4504; 7378; 7494; 11337; 11345; 29937; 84918; 84557; 25994; 3170	LRP11; UPP1; HSPA8; HSPA5; GABARAPL2; ARG1; ASCL1; NENF; COMT; GABARAP; HIGD1A; COX4I1; FOXA2; MT3; MAP1LC3A; ATF4; GNAI2; EEF2; XBP1	521	521
0.003586231579	0.0199597333336	GO:0009895	b	5	negative regulation of catabolic process	1153; 1471; 1977; 3326; 4504; 5270; 5300; 6048; 6622; 7077; 10140; 11345; 89777	SERPINB12; TOB1; TIMP2; GABARAPL2; CIRBP; SNCA; HSP90AB1; MT3; EIF4E; CST3; PIN1; RNF5; SERPINE2	300	300
0.00363714711957	0.0200406806288	GO:0070670	b	5	response to interleukin-4	383; 3309; 3326; 7494	HSP90AB1; ARG1; HSPA5; XBP1	35	35
0.00366068946761	0.0192365500645	GO:0043085	b	4	positive regulation of catalytic activity	796; 801; 805; 975; 2643; 2664; 2771; 2778; 3268; 3301; 3326; 4504; 4803; 5300; 5570; 5573; 5621; 5660; 5864; 5909; 6622; 7001; 7077; 7314; 7316; 7341; 8775; 10049; 10273; 10563; 10598; 10912; 11345; 51079; 55081; 375704; 23787; 57515; 140735; 25994	NGF; TIMP2; DYNLL2; SUMO1; HIGD1A; SERINC1; PRDX2; PIN1; GNAI2; CALM2; RAP1GAP; CALM1; CD81; MT3; PRNP; DNAJB6; GADD45G; HSP90AB1; AHSA1; NAPA; NDUFA13; IFT57; UBC; PRKAR1A; RAB3A; CXCL13; GDI1; DNAJA1; MTCH1; GNAS; ENHO; GCH1; PSAP; PKIB; STUB1; GABARAPL2; UBB; SNCA; CALCA; AGFG2	1413	1412
0.00366281277675	0.0192365500645	GO:0031669	b	4	cellular response to nutrient levels	1312; 468; 3309; 3312; 7378; 7494; 11337; 11345; 84557; 25994; 3170	UPP1; HSPA5; GABARAPL2; HSPA8; HIGD1A; COMT; GABARAP; FOXA2; MAP1LC3A; ATF4; XBP1	232	232
0.00376833420986	0.0196452129029	GO:0061178	b	4	regulation of insulin secretion involved in cellular response to glucose stimulus	3799; 9324; 415116; 25874; 3170	MPC2; KIF5B; FOXA2; HMGN3; PIM3	57	57
0.00384086915559	0.0209536525221	GO:0034620	b	5	cellular response to unfolded protein	811; 468; 3309; 3312; 4189; 7494; 9114; 10273	DNAJB9; HSPA5; STUB1; CALR; HSPA8; ATF4; ATP6V0D1; XBP1	139	138
0.00384790112062	0.0197692890907	GO:0043620	b	4	regulation of DNA-templated transcription in response to stress	468; 3309; 4504; 7314; 7316; 25994	HSPA5; MT3; HIGD1A; UBB; UBC; ATF4	82	82
0.00384790112062	0.0197692890907	GO:0044106	b	4	cellular amine metabolic process	1312; 1644; 4946; 5037; 6622; 51573	PEBP1; GDE1; COMT; OAZ1; SNCA; DDC	82	82
0.00391931432175	0.0211719822675	GO:0007169	b	5	transmembrane receptor protein tyrosine kinase signaling pathway	526; 529; 533; 537; 2771; 3488; 4504; 4803; 5228; 5435; 5436; 6622; 7763; 9114; 9296; 9550; 10092; 10273; 11156; 375704; 51382; 155066; 27020	ATP6V1D; NGF; ATP6V1F; ZFAND5; GNAI2; PGF; NPTN; STUB1; MT3; ATP6AP1; PTP4A3; ATP6V1B2; ATP6V0B; ARPC5; POLR2G; POLR2F; IGFBP5; ATP6V0D1; ENHO; ATP6V1E1; ATP6V1G1; SNCA; ATP6V0E2	688	687
0.00399795330235	0.0203924380674	GO:0010523	b	4	negative regulation of calcium ion transport into cytosol	801; 805; 2280	FKBP1A; CALM2; CALM1	18	18
0.00403388573582	0.0215793304897	GO:0033762	b	5	response to glucagon	383; 1036; 5573; 5860	ARG1; CDO1; QDPR; PRKAR1A	36	36
0.0042506796651	0.021526656304	GO:0030182	b	4	neuron differentiation	403; 811; 1072; 1522; 1977; 2288; 429; 2664; 468; 3309; 3326; 3400; 3642; 4131; 4504; 4803; 4830; 5300; 5864; 5909; 6616; 6659; 7077; 7314; 7345; 7494; 7873; 8766; 8775; 9378; 10381; 10439; 50861; 51330; 347733; 23787; 27020; 3170	NGF; CFL1; HSPA5; ARL3; FKBP4; OLFM1; PIN1; TNFRSF12A; SOX4; TIMP2; RAB11A; NPTN; RAP1GAP; MT3; STMN3; HSP90AB1; MANF; XBP1; MAP1B; NAPA; ASCL1; TUBB3; CTSZ; RAB3A; EIF4E; GDI1; UCHL1; TUBB2B; SNAP25; NME1; MTCH1; ID4; NRXN1; INSM1; FOXA2; UBB; ATF4; CALR	1338	1335
0.00433393565912	0.0217926268249	GO:0060291	b	4	long-term synaptic potentiation	5270; 5621; 6616; 6622; 6844; 27020	SNAP25; VAMP2; NPTN; PRNP; SNCA; SERPINE2	84	84
0.00441004498854	0.0216544516745	GO:0048583	b	3	regulation of response to stimulus	333; 383; 537; 638; 796; 805; 811; 928; 975; 1113; 1114; 1452; 1655; 2023; 2274; 2280; 2288; 429; 2643; 2664; 2771; 468; 3190; 3281; 3301; 3309; 3312; 3326; 56853; 3488; 3799; 4043; 4062; 4189; 4504; 4803; 801; 5037; 5094; 5228; 5270; 5300; 5499; 5621; 5660; 5865; 5909; 6009; 6622; 6659; 6844; 6855; 7001; 7077; 7276; 7314; 7316; 7320; 7341; 7345; 7494; 7857; 7873; 8395; 8417; 9049; 9066; 9324; 9378; 9455; 10049; 10092; 10140; 10273; 10563; 10900; 10912; 10971; 11156; 51079; 51142; 78986; 29937; 375704; 222068; 50861; 51330; 347733; 415116; 55450; 23787; 56654; 25874; 25994; 27020; 388125; 3170; 29978	MPC2; TIMP2; HSPA5; SUMO1; HSPA8; SCG2; FKBP4; APLP1; DUSP26; PEBP1; CALM2; CALM1; STUB1; ATP6AP1; GADD45G; HSP90AB1; MANF; NDUFA13; CXCL13; DNAJA1; MTCH1; KIF5B; NRXN1; SYT7; DDX5; SYP; UBB; UBC; NGF; HMGN3; STMN3; CELF4; TNFRSF12A; SERPINE2; HSBP1; CHCHD2; TTR; FOXA2; PCBP2; FKBP1A; ARPC5; IGFBP5; GDI1; TUBB2B; CSNK1A1; ARG1; UBE2B; PSAP; SNCA; C2CD4B; NPDC1; LRPAP1; PRNP; GNAI2; CD9; DNAJB9; TMED4; CD81; DNAJB6; FHL2; HNRNPK; PTP4A3; ASCL1; LY6H; ENO1; UCHL1; PIP5K1B; ENHO; STX7; RHEB; GCH1; CHGA; CHGB; NENF; PRDX2; RUNDC3A; PIN1; SOX4; XBP1; PGF; TOB1; BIK; UBQLN2; MT3; YWHAQ; HIGD1A; HOMER2; PIM3; RAB3B; ATF4; NPTN; RAP1GAP; VAMP2; PPP1CA; CALR; AIP; CALCA; CAMK2N1	4227	4219
0.00443539304006	0.0233984930322	GO:0033500	b	5	carbohydrate homeostasis	3488; 3799; 4830; 5950; 6659; 7494; 9324; 375704; 415116; 25874; 3170	HMGN3; NME1; KIF5B; FOXA2; RBP4; IGFBP5; MPC2; PIM3; ENHO; SOX4; XBP1	238	238
0.00445887798255	0.0233984930322	GO:0033238	b	5	regulation of cellular amine metabolic process	1312; 4946; 5037; 6622	PEBP1; SNCA; COMT; OAZ1	37	37
0.00453884429914	0.0202051778478	GO:0006928	b	2	movement of cell or subcellular component	87; 403; 781; 796; 811; 928; 975; 1072; 1113; 93185; 429; 2771; 3301; 3309; 3312; 3488; 3642; 3799; 3831; 4072; 4131; 5228; 5270; 5300; 5813; 5870; 5909; 7314; 7320; 7341; 7345; 7494; 7763; 7857; 8766; 9168; 9378; 10092; 10103; 10381; 10563; 11156; 55081; 84299; 146279; 50859; 83658; 51330; 56271; 347733; 140735; 27020; 92737; 81873	ARPC5L; IGSF8; HSPA5; DYNLL2; SUMO1; CHGA; ARL3; HSPA8; RAB6A; DNER; ZFAND5; TMSB10; PIN1; GNAI2; CD9; SERPINE2; XBP1; PGF; NPTN; RAP1GAP; CD81; TNFRSF12A; TEKT5; MIEN1; RAB11A; PTP4A3; DYNLRB1; MAP1B; BEX4; IFT57; ASCL1; TUBB3; ARPC5; SCG2; CALCA; CFL1; IGFBP5; EPCAM; CXCL13; CACNA2D1; UCHL1; TUBB2B; ACTN1; DNAJA1; KIF5B; UBE2B; NRXN1; INSM1; PURA; TSPAN1; UBB; SPOCK3; KLC1; CALR	2079	2074
0.00455504456526	0.0234980584572	GO:2000377	b	5	regulation of reactive oxygen species metabolic process	2643; 2771; 3326; 4504; 6622; 7001; 7416; 84275; 140823	ROMO1; MT3; GCH1; PRDX2; HSP90AB1; SLC25A33; SNCA; VDAC1; GNAI2	173	173
0.00456314383832	0.0234980584572	GO:0071322	b	5	cellular response to carbohydrate stimulus	3799; 4830; 6659; 7494; 9324; 415116; 25874; 3170	HMGN3; PIM3; KIF5B; FOXA2; MPC2; XBP1; SOX4; NME1	142	142
0.00464240965398	0.0231793552441	GO:0034976	b	4	response to endoplasmic reticulum stress	811; 1938; 468; 3309; 4189; 6048; 7494; 7873; 9114; 10273; 10952; 29978	DNAJB9; HSPA5; STUB1; CALR; UBQLN2; MANF; ATF4; ATP6V0D1; RNF5; SEC61B; EEF2; XBP1	276	274
0.00470259452788	0.0227986544832	GO:0061077	b	3	chaperone-mediated protein folding	2280; 2288; 3309; 3312; 5479	FKBP4; HSPA8; PPIB; HSPA5; FKBP1A	60	60
0.00470259452788	0.0232390167514	GO:0035418	b	4	protein localization to synapse	3799; 6616; 8766; 9378; 27445	RAB11A; SNAP25; KIF5B; PCLO; NRXN1	60	60
0.00471991313428	0.0232390167514	GO:0022898	b	4	regulation of transmembrane transporter activity	781; 801; 805; 2280; 3746; 3799; 5621; 6622; 6844; 7341; 54997	VAMP2; CALM2; KCNC1; CALM1; SUMO1; KIF5B; SNCA; PRNP; TESC; FKBP1A; CACNA2D1	240	240
0.00481026174727	0.0235205212332	GO:1901361	b	4	organic cyclic compound catabolic process	226; 230; 669; 1153; 1312; 1655; 2023; 3312; 3921; 4504; 5436; 5860; 6141; 6171; 6230; 7314; 7316; 7378; 9045; 10140; 11332; 26135	BPGM; CIRBP; HSPA8; RPL41; TOB1; MT3; RPS25; QDPR; SERBP1; COMT; RPL14; ENO1; POLR2G; ALDOA; ACOT7; ALDOC; RPL18; UPP1; RPSA; DDX5; UBB; UBC	661	658
0.00481833364356	0.0245824244222	GO:0009890	b	5	negative regulation of biosynthetic process	796; 811; 862; 1153; 1655; 1974; 1977; 2023; 2274; 429; 468; 3281; 3312; 3400; 56853; 3488; 3642; 3727; 4212; 4504; 5813; 6622; 6726; 7314; 7316; 7320; 7323; 7341; 7555; 9528; 22980; 10049; 10140; 10971; 11007; 11142; 51079; 78986; 55502; 23741; 25824; 100134934; 64207	CCDC85B; YWHAQ; SUMO1; CIRBP; PRDX5; HSPA8; JUND; SRP9; DNAJB6; CNBP; RUNX1T1; TEN1; DUSP26; HSBP1; PKIG; TOB1; MT3; UBC; MEIS2; FHL2; TMEM59; TCF25; CELF4; NDUFA13; ASCL1; IRF2BPL; UBE2D3; ENO1; CALCA; IGFBP5; EIF4E; EID1; CALR; UBE2B; INSM1; DDX5; PURA; UBB; SNCA; ATF4; ID4; HES6; EIF4A2	1571	1571
0.00489570333048	0.023774340146	GO:0009966	b	4	regulation of signal transduction	333; 383; 537; 638; 796; 801; 805; 811; 975; 1113; 1114; 1452; 1655; 2023; 2274; 2280; 429; 2664; 2771; 3190; 3301; 3309; 3326; 56853; 3488; 4043; 4062; 4189; 4504; 4803; 5037; 5228; 5270; 5300; 5499; 5621; 5660; 5909; 6009; 6622; 6659; 6855; 7001; 7077; 7276; 7314; 7316; 7320; 7341; 7345; 7494; 7857; 7873; 8395; 9049; 9378; 9455; 10140; 10273; 10563; 10900; 10912; 10971; 11156; 51079; 78986; 29937; 375704; 222068; 50861; 51330; 55450; 23787; 25994; 27020; 29978	STUB1; NGF; YWHAQ; TIMP2; HSPA5; LRPAP1; CHGA; CHGB; CELF4; SCG2; PRDX2; RUNDC3A; APLP1; PIN1; GADD45G; GNAI2; CXCL13; SERPINE2; XBP1; PGF; HSP90AB1; DNAJB9; TMED4; CALM2; BIK; HIGD1A; CALM1; CD81; MT3; UBC; ATP6AP1; STMN3; PRNP; FHL2; SUMO1; HNRNPK; SOX4; MANF; NDUFA13; HOMER2; ENHO; NENF; PTP4A3; PEBP1; ASCL1; LY6H; ENO1; IGFBP5; TTR; TOB1; GDI1; UCHL1; DUSP26; RAP1GAP; NPTN; DNAJA1; CSNK1A1; MTCH1; PPP1CA; ARG1; CALR; UBE2B; PSAP; NRXN1; PIP5K1B; DDX5; TNFRSF12A; SYP; UBQLN2; UBB; FKBP1A; AIP; CALCA; CAMK2N1; RHEB; SNCA	3144	3139
0.00492928977264	0.0237746016925	GO:0035690	b	4	cellular response to drug	383; 1644; 1977; 2771; 468; 3309; 3746; 4062; 4504; 4830; 5621; 5660; 5860; 84557	KCNC1; HSPA5; ARG1; PRNP; QDPR; LY6H; EIF4E; PSAP; MT3; DDC; ATF4; MAP1LC3A; GNAI2; NME1	350	348
0.00506897449764	0.0256238986074	GO:0043269	b	5	regulation of ion transport	383; 781; 801; 805; 2280; 2771; 468; 3746; 3799; 5270; 5621; 5865; 6335; 6622; 6844; 7341; 9066; 9455; 10971; 51669; 54997; 27075	KCNC1; SUMO1; TSPAN13; SCN9A; SYT7; GNAI2; SERPINE2; CALM2; CALM1; YWHAQ; PRNP; HOMER2; FKBP1A; SARAF; RAB3B; CACNA2D1; VAMP2; ARG1; KIF5B; TESC; SNCA; ATF4	662	661
0.005202206239	0.0249055623692	GO:0048731	b	3	system development	87; 333; 383; 403; 537; 638; 669; 805; 811; 928; 1036; 1072; 1152; 1295; 1363; 1412; 1522; 1655; 1938; 1977; 93185; 2274; 2280; 2288; 429; 2664; 2778; 468; 3215; 3309; 3326; 3400; 56853; 3488; 3642; 3746; 3799; 3855; 3856; 3875; 4062; 4072; 4131; 4189; 4212; 4504; 4803; 801; 4830; 5037; 5228; 5270; 5300; 5479; 5499; 5573; 5660; 5813; 5860; 5864; 5909; 5950; 6009; 55859; 6616; 6622; 6659; 6692; 7001; 7077; 7163; 7314; 7345; 7494; 7763; 7857; 7873; 8766; 8775; 9114; 9378; 22980; 10049; 10092; 10381; 10439; 10563; 10814; 10959; 10971; 10972; 51218; 55081; 89777; 122553; 50861; 51330; 347733; 54997; 55502; 23764; 23787; 27445; 27020; 92737; 28969; 3170	TIMP2; HSPA5; CKB; GLRX5; SCG2; FKBP4; ZFAND5; APLP1; MAFF; TMED10; PEBP1; SPINT1; CALM2; CALM1; TPD52; ATP6AP1; HSP90AB1; MANF; ATP6V0D1; IFT57; CPE; CTSZ; RBP4; CXCL13; SNAP25; NME1; MTCH1; KIF5B; NRXN1; DDX5; FOXA2; UBB; FKBP1A; NGF; STMN3; CELF4; CRYBA2; CDO1; SERPINE2; MEIS2; RAB11A; PCLO; MAP1B; SERPINB12; TUBB3; ARPC5; HOXB5; IGFBP5; EIF4E; GDI1; TUBB2B; GNAS; ARG1; PSAP; INSM1; SNCA; HES6; KRT18; CFL1; OLFM1; KRT7; KRT8; CD9; DNAJB9; TMED2; DNAJB6; FHL2; TCF25; DNER; NAPA; TNFRSF12A; QDPR; ASCL1; LY6H; PRKAR1A; UCHL1; ID4; TRAPPC6B; RHEB; PPIB; IGSF8; KCNC1; BPGM; ARL3; PRDX2; PIN1; SOX4; XBP1; PGF; NPTN; BIK; MT3; YWHAQ; COL8A1; BEX1; CPLX2; RAB3A; EPCAM; RAP1GAP; ACTN1; PPP1CA; CALR; TESC; PURA; ATF4; EEF2; BZW2	4713	4699
0.00521592275488	0.026127031254	GO:0043632	b	5	modification-dependent macromolecule catabolic process	1452; 3309; 3326; 4189; 4738; 5094; 6048; 6992; 7267; 7314; 7316; 7320; 7323; 7341; 7345; 7494; 10273; 10952; 79016; 51529; 29978	NEDD8; PPP1R11; DNAJB9; CSNK1A1; HSPA5; SUMO1; SEC61B; UBE2B; ANAPC11; UBE2D3; HSP90AB1; STUB1; TTC3; UBQLN2; PCBP2; UBB; UBC; RNF5; UCHL1; DDA1; XBP1	624	622
0.00533234447168	0.0255448123677	GO:0019318	b	4	hexose metabolic process	226; 230; 669; 2023; 468; 3488; 4190; 4191; 5499; 5950; 3170	BPGM; PPP1CA; ENO1; FOXA2; RBP4; MDH2; MDH1; IGFBP5; ALDOA; ATF4; ALDOC	244	244
0.00543705118194	0.0256991285867	GO:0034643	b	4	establishment of mitochondrion localization, microtubule-mediated	4131; 7314; 7345	MAP1B; UCHL1; UBB	20	20
0.00543705118194	0.0256991285867	GO:0046794	b	4	transport of virus	5901; 7314; 7316	RAN; UBB; UBC	20	20
0.00543705118194	0.0267483500112	GO:0010042	b	5	response to manganese ion	383; 468; 3309	ARG1; HSPA5; ATF4	20	20
0.00543705118194	0.0267483500112	GO:0047497	b	5	mitochondrion transport along microtubule	4131; 7314; 7345	MAP1B; UCHL1; UBB	20	20
0.00560067362353	0.0261569804019	GO:0019439	b	4	aromatic compound catabolic process	226; 230; 669; 1153; 1312; 1655; 2023; 3312; 3921; 5436; 5860; 6141; 6171; 6230; 7314; 7316; 7378; 9045; 10140; 11332; 26135	UPP1; RPS25; UBC; RPSA; BPGM; ENO1; CIRBP; HSPA8; COMT; RPL14; DDX5; POLR2G; ACOT7; UBB; QDPR; ALDOA; TOB1; ALDOC; RPL18; RPL41; SERBP1	629	626
0.0056077024275	0.0261569804019	GO:0001678	b	4	cellular glucose homeostasis	3799; 4830; 6659; 7494; 9324; 415116; 25874; 3170	HMGN3; PIM3; KIF5B; FOXA2; MPC2; XBP1; SOX4; NME1	147	147
0.00564453685452	0.0275233611225	GO:0048675	b	5	axon extension	2664; 3326; 4131; 4504; 8766; 10439; 51330	RAB11A; MAP1B; MT3; HSP90AB1; OLFM1; GDI1; TNFRSF12A	117	117
0.00591222771816	0.0273971859619	GO:0042417	b	4	dopamine metabolic process	1312; 1644; 2643; 6622	DDC; GCH1; COMT; SNCA	41	40
